,PM25,O3,WS,TEMP,RH,WD
1303,15.0,11.415652173913044,1,27.0,75,92
1304,10.3,11.415652173913044,1,29.0,67,115
1305,13.7,11.415652173913044,1,31.0,58,115
1306,11.7,11.415652173913044,1,31.0,54,125
1307,10.2,11.415652173913044,1,32.0,47,161
1308,8.2,11.415652173913044,1,33.0,47,139
1309,9.2,11.415652173913044,1,33.0,46,152
1310,6.8,11.415652173913044,1,33.0,48,149
1311,6.4,11.415652173913044,1,33.0,48,166
1312,12.4,11.415652173913044,1,32.0,51,159
1313,10.9,11.415652173913044,1,31.0,54,179
1314,14.0,11.415652173913044,1,30.0,61,190
1315,17.5,11.415652173913044,1,29.0,68,154
1316,16.1,11.415652173913044,2,28.0,69,132
1317,12.7,11.415652173913044,1,28.0,71,121
1318,11.1,11.415652173913044,2,28.0,74,118
1319,17.0,11.415652173913044,1,28.0,72,114
1320,13.3,11.415652173913044,1,28.0,72,123
1321,10.5,11.415652173913044,1,27.0,73,135
1322,10.8,11.415652173913044,1,27.0,74,144
1323,7.1,11.415652173913044,1,27.0,75,92
1324,10.0,11.415652173913044,1,26.0,77,97
1325,13.3,11.415652173913044,1,26.0,77,100
1326,16.3,11.415652173913044,1,26.0,78,97
1327,13.2,11.415652173913044,1,27.0,75,100
1328,13.7,11.415652173913044,1,29.0,65,92
1329,10.5,11.415652173913044,1,31.0,59,111
1330,12.4,11.415652173913044,1,32.0,54,135
1331,17.8,11.415652173913044,1,33.0,48,138
1332,15.7,11.415652173913044,1,34.0,44,185
1333,12.0,11.415652173913044,1,33.0,51,172
1334,13.6,11.415652173913044,1,33.0,52,159
1335,17.5,11.415652173913044,1,33.0,54,155
1336,20.0,11.415652173913044,2,32.0,58,153
1337,20.4,11.415652173913044,2,31.0,61,156
1338,22.6,11.415652173913044,1,29.0,67,144
1339,26.2,11.415652173913044,2,29.0,69,126
1340,25.4,11.415652173913044,1,29.0,72,185
1341,19.1,11.415652173913044,1,28.0,72,142
1342,21.2,11.415652173913044,1,28.0,68,140
1343,17.7,11.415652173913044,1,28.0,70,113
1344,18.1,11.415652173913044,1,28.0,72,120
1345,15.2,11.415652173913044,1,28.0,74,124
1346,14.8,11.415652173913044,1,27.0,74,125
1347,12.9,11.415652173913044,1,27.0,74,122
1348,17.3,11.415652173913044,1,27.0,75,123
1349,15.6,11.415652173913044,1,27.0,75,122
1350,27.4,11.415652173913044,1,27.0,76,115
1351,27.3,11.415652173913044,1,28.0,73,121
1352,19.2,11.415652173913044,1,29.0,68,117
1353,22.5,11.415652173913044,1,30.0,63,135
1354,22.4,11.415652173913044,1,32.0,55,200
1355,18.9,11.415652173913044,1,32.0,52,158
1356,20.0,11.415652173913044,1,33.0,49,221
1357,18.3,11.415652173913044,1,33.0,45,171
1358,17.8,11.415652173913044,1,33.0,47,201
1359,19.8,11.415652173913044,1,33.0,51,153
1360,18.3,11.415652173913044,1,32.0,54,163
1361,16.8,11.415652173913044,1,31.0,56,187
1362,22.9,11.415652173913044,1,30.0,63,158
1363,19.8,11.415652173913044,1,29.0,69,170
1364,20.2,11.415652173913044,1,29.0,72,191
1365,16.0,11.415652173913044,1,28.0,72,139
1366,18.7,11.415652173913044,1,28.0,72,119
1367,16.6,11.415652173913044,1,28.0,72,116
1368,14.1,11.415652173913044,1,28.0,72,102
1369,17.2,11.415652173913044,1,28.0,73,96
1370,11.5,11.415652173913044,1,28.0,74,114
1371,9.7,11.415652173913044,1,27.0,75,94
1372,12.4,11.415652173913044,1,27.0,77,95
1373,18.8,11.415652173913044,1,27.0,77,114
1374,24.7,11.415652173913044,1,27.0,77,103
1375,17.7,11.415652173913044,1,27.0,75,108
1376,20.6,11.415652173913044,1,29.0,67,96
1377,18.4,11.415652173913044,1,30.0,62,119
1378,17.6904,0.0,1,32.0,52,162
1379,17.6904,5.0,1,32.0,51,149
1380,15.3,13.0,1,33.0,49,188
1381,12.3,2.0,1,33.0,48,168
1382,10.2,21.0,1,33.0,49,186
1383,18.1,23.0,1,32.0,51,190
1384,13.5,0.0,1,32.0,56,181
1385,12.1,11.415652173913044,1,30.0,61,197
1386,15.3,3.0,1,29.0,66,178
1387,21.7,9.0,1,29.0,67,162
1388,17.5,1.0,1,29.0,68,134
1389,21.1,0.0,1,29.0,69,140
1390,23.2,0.0,1,29.0,70,111
1391,16.2,8.0,1,28.0,71,120
